PMID,PubDate,EPubDate,Source,AuthorList,Author,LastAuthor,Title,Volume,Issue,Pages,LangList,Lang,NlmUniqueID,ISSN,ESSN,PubTypeList,PubType,RecordStatus,PubStatus,ArticleIds,pubmed,rid,eid,History,medline,entrez,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO
27124954,2016 Apr 27,2016 Apr 27,Genome Med,Mahana DTrent CMKurtz ZDBokulich NABattaglia TChung JMüller CLLi HBonneau RABlaser MJ,Mahana D,Blaser MJ,"Antibiotic perturbation of the murine gut microbiome enhances the adiposity, insulin resistance, and liver disease associated with high-fat diet.",8,1,48,English,English,101475844,"",1756-994X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2712495410.1186/s13073-016-0297-910.1186/s13073-016-0297-9PMC48471942712495427124954pmc-id: PMC4847194;,27124954,27124954,27124954,2016/04/30 06:002016/04/30 06:002016/10/14 06:00,2016/10/14 06:00,2016/04/30 06:00,"",1,28,Genome medicine,"",2016 Apr 27;8(1):48
27124399,2016,2016 Apr 28,PLoS One,Tandon DHaque MMMande SS,Tandon D,Mande SS,Inferring Intra-Community Microbial Interaction Patterns from Metagenomic Datasets Using Associative Rule Mining Techniques.,11,4,e0154493,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2712439910.1371/journal.pone.0154493PONE-D-15-55867PMC48497752712439927124399pmc-id: PMC4849775;,27124399,27124399,27124399,2015/12/24 00:002016/04/14 00:002016/04/29 06:002016/04/29 06:002017/03/25 06:00,2017/03/25 06:00,2016/04/29 06:00,"",1,0,PloS one,doi: 10.1371/journal.pone.0154493,2016;11(4):e0154493
27117007,2016 Jun 1,2016 Apr 26,Am J Physiol Endocrinol Metab,Denou EMarcinko KSurette MGSteinberg GRSchertzer JD,Denou E,Schertzer JD,High-intensity exercise training increases the diversity and metabolic capacity of the mouse distal gut microbiota during diet-induced obesity.,310,11,E982-93,English,English,100901226,0193-1849,1522-1555,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,27117007ajpendo.00537.201510.1152/ajpendo.00537.2015PMC49351392711700727117007pmc-id: PMC4935139;,27117007,27117007,27117007,2015/12/29 00:002016/04/14 00:002016/04/28 06:002016/04/28 06:002017/06/06 06:00,2017/06/06 06:00,2016/04/28 06:00,"",1,16,American journal of physiology. Endocrinology and metabolism,doi: 10.1152/ajpendo.00537.2015,2016 Jun 1;310(11):E982-93
27102666,2016 Apr 21,2016 Apr 21,Genome Med,Chen JWright KDavis JMJeraldo PMarietta EVMurray JNelson HMatteson ELTaneja V,Chen J,Taneja V,An expansion of rare lineage intestinal microbes characterizes rheumatoid arthritis.,8,1,43,English,English,101475844,"",1756-994X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2710266610.1186/s13073-016-0299-710.1186/s13073-016-0299-7PMC48409702710266627102666pmc-id: PMC4840970;,27102666,27102666,27102666,2016/01/15 00:002016/04/08 00:002016/04/23 06:002016/04/23 06:002016/10/14 06:00,2016/10/14 06:00,2016/04/23 06:00,"",1,44,Genome medicine,doi: 10.1186/s13073-016-0299-7,2016 Apr 21;8(1):43
27077101,2016 Mar,2016 Jan 29,EBioMedicine,Goedert JJ,Goedert JJ,Goedert JJ,"Effects of HIV, Immune Deficiency, and Confounding on the Distal Gut Microbiota.",5,"",14-5,English,English,101647039,"",2352-3964,CommentJournal Article,Comment,PubMed - indexed for MEDLINE,"",2707710110.1016/j.ebiom.2016.01.034S2352-3964(16)30030-5PMC48168432707710127077101pmc-id: PMC4816843;,27077101,27077101,27077101,2016/01/28 00:002016/01/28 00:002016/04/15 06:002016/04/15 06:002016/08/25 06:00,2016/08/25 06:00,2016/04/15 06:00,EBioMedicine. 2016 Mar;5:135-46. PMID: 27077120,0,2,EBioMedicine,doi: 10.1016/j.ebiom.2016.01.034,2016 Mar;5:14-5
27067514,2016 Apr 12,2016 Apr 12,Sci Rep,Lin HHLiao YC,Lin HH,Liao YC,Accurate binning of metagenomic contigs via automated clustering sequences using information of genomic signatures and marker genes.,6,"",24175,English,English,101563288,"",2045-2322,Evaluation StudiesJournal Article,Evaluation Studies,PubMed - indexed for MEDLINE,epublish,27067514srep2417510.1038/srep24175PMC48287142706751427067514pmc-id: PMC4828714;,27067514,27067514,27067514,2015/10/06 00:002016/03/22 00:002016/04/13 06:002016/04/14 06:002017/03/03 06:00,2017/03/03 06:00,2016/04/13 06:00,"",1,24,Scientific reports,doi: 10.1038/srep24175,2016 Apr 12;6:24175
27055030,2016,2016 Apr 7,PLoS One,Barbosa ABalagué VValera FMartínez ABenzal JMotas MDiaz JIMira APedrós-Alió C,Barbosa A,Pedrós-Alió C,Age-Related Differences in the Gastrointestinal Microbiota of Chinstrap Penguins (Pygoscelis antarctica).,11,4,e0153215,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2705503010.1371/journal.pone.0153215PONE-D-15-44168PMC48245212705503027055030pmc-id: PMC4824521;,27055030,27055030,27055030,2015/10/07 00:002016/03/26 00:002016/04/08 06:002016/04/08 06:002016/09/02 06:00,2016/09/02 06:00,2016/04/08 06:00,"",1,5,PloS one,doi: 10.1371/journal.pone.0153215,2016;11(4):e0153215
27033168,2016 Apr 26,"",Mol Biosyst,Zhao PIrwin DMDong D,Zhao P,Dong D,Host genetics is associated with the gut microbial community membership rather than the structure.,12,5,1676-86,English,English,101251620,1742-206X,1742-2051,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2703316810.1039/c5mb00850f2703316827033168,27033168,27033168,27033168,2016/04/02 06:002016/04/02 06:002017/07/25 06:00,2017/07/25 06:00,2016/04/02 06:00,"",1,1,Molecular bioSystems,doi: 10.1039/c5mb00850f,2016 Apr 26;12(5):1676-86
27026373,2016 Jul,2016 Mar 30,Amino Acids,Yu HGuo ZShen SShan W,Yu H,Shan W,Effects of taurine on gut microbiota and metabolism in mice.,48,7,1601-17,English,English,9200312,0939-4451,1438-2199,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2702637310.1007/s00726-016-2219-y10.1007/s00726-016-2219-y2702637327026373,27026373,27026373,27026373,2015/11/18 00:002016/03/16 00:002016/03/31 06:002016/03/31 06:002017/12/08 06:00,2017/12/08 06:00,2016/03/31 06:00,"",1,6,Amino acids,doi: 10.1007/s00726-016-2219-y,2016 Jul;48(7):1601-17
26975620,2016 Mar 15,2016 Mar 15,Sci Rep,Chen LZhang YHHuang TCai YD,Chen L,Cai YD,Gene expression profiling gut microbiota in different races of humans.,6,"",23075,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26975620srep2307510.1038/srep23075PMC47916842697562026975620pmc-id: PMC4791684;,26975620,26975620,26975620,2016/01/12 00:002016/02/22 00:002016/03/16 06:002016/03/16 06:002017/01/19 06:00,2017/01/19 06:00,2016/03/16 06:00,"",1,9,Scientific reports,doi: 10.1038/srep23075,2016 Mar 15;6:23075
26975510,2016 Mar 14,2016 Mar 14,Microbiome,Vincent CMiller MAEdens TJMehrotra SDewar KManges AR,Vincent C,Manges AR,Bloom and bust: intestinal microbiota dynamics in response to hospital exposures and Clostridium difficile colonization or infection.,4,"",12,English,English,101615147,"",2049-2618,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2697551010.1186/s40168-016-0156-310.1186/s40168-016-0156-3PMC47917822697551026975510pmc-id: PMC4791782;,26975510,26975510,26975510,2015/09/04 00:002016/02/14 00:002016/03/16 06:002016/03/16 06:002016/10/08 06:00,2016/10/08 06:00,2016/03/16 06:00,"",1,12,Microbiome,doi: 10.1186/s40168-016-0156-3,2016 Mar 14;4:12
26972811,2016 Apr,2016 Mar 14,Nat Rev Microbiol,Spanogiannopoulos PBess ENCarmody RNTurnbaugh PJ,Spanogiannopoulos P,Turnbaugh PJ,The microbial pharmacists within us: a metagenomic view of xenobiotic metabolism.,14,5,273-87,English,English,101190261,1740-1526,1740-1534,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26972811nrmicro.2016.1710.1038/nrmicro.2016.17PMC5243131NIHMS8382732697281126972811pmc-id: PMC5243131;manuscript-id: NIHMS838273;,26972811,26972811,26972811,2016/03/15 06:002016/03/15 06:002016/08/24 06:00,2016/08/24 06:00,2016/03/15 06:00,"",1,52,Nature reviews. Microbiology,doi: 10.1038/nrmicro.2016.17,2016 Apr;14(5):273-87
26962896,2016 Jun,"",Br Poult Sci,Saxena SSaxena VKTomar SSapcota DGonmei G,Saxena S,Gonmei G,Characterisation of caecum and crop microbiota of Indian indigenous chicken targeting multiple hypervariable regions within 16S rRNA gene.,57,3,381-9,English,English,15740290R,0007-1668,1466-1799,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2696289610.1080/00071668.2016.11617282696289626962896,26962896,26962896,26962896,2016/03/11 06:002016/03/11 06:002017/01/25 06:00,2017/01/25 06:00,2016/03/11 06:00,"",1,1,British poultry science,doi: 10.1080/00071668.2016.1161728,2016 Jun;57(3):381-9
26951067,2016 Apr,2016 Mar 6,DNA Res,Nishijima SSuda WOshima KKim SWHirose YMorita HHattori M,Nishijima S,Hattori M,The gut microbiome of healthy Japanese and its microbial and functional uniqueness.,23,2,125-33,English,English,9423827,1340-2838,1756-1663,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26951067dsw00210.1093/dnares/dsw002PMC48334202695106726951067pmc-id: PMC4833420;,26951067,26951067,26951067,2015/12/30 00:002016/01/20 00:002016/03/09 06:002016/03/10 06:002017/02/24 06:00,2017/02/24 06:00,2016/03/09 06:00,"",1,28,DNA research : an international journal for rapid publication of reports on genes and genomes,doi: 10.1093/dnares/dsw002,2016 Apr;23(2):125-33
26945643,2016 Apr,2016 Mar 3,Genomics,Szalkai BGrolmusz V,Szalkai B,Grolmusz V,Nucleotide 9-mers characterize the type II diabetic gut metagenome.,107,4,120-3,English,English,8800135,0888-7543,1089-8646,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26945643S0888-7543(16)30015-510.1016/j.ygeno.2016.02.0072694564326945643,26945643,26945643,26945643,2015/09/21 00:002016/02/25 00:002016/02/26 00:002016/03/07 06:002016/03/08 06:002016/12/15 06:00,2016/12/15 06:00,2016/03/07 06:00,"",1,0,Genomics,doi: 10.1016/j.ygeno.2016.02.007,2016 Apr;107(4):120-3
26940651,2016 Mar 4,2016 Mar 4,Sci Rep,Manor OLevy RPope CEHayden HSBrittnacher MJCarr RRadey MCHager KRHeltshe SLRamsey BWMiller SIHoffman LRBorenstein E,Manor O,Borenstein E,Metagenomic evidence for taxonomic dysbiosis and functional imbalance in the gastrointestinal tracts of children with cystic fibrosis.,6,"",22493,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26940651srep2249310.1038/srep22493PMC47780322694065126940651pmc-id: PMC4778032;,26940651,26940651,26940651,2015/09/01 00:002016/02/12 00:002016/03/05 06:002016/03/05 06:002017/01/14 06:00,2017/01/14 06:00,2016/03/05 06:00,"",1,11,Scientific reports,doi: 10.1038/srep22493,2016 Mar 4;6:22493
26919743,2016,2016 Feb 26,PLoS One,Louis STappu RMDamms-Machado AHuson DHBischoff SC,Louis S,Bischoff SC,Characterization of the Gut Microbial Community of Obese Patients Following a Weight-Loss Intervention Using Whole Metagenome Shotgun Sequencing.,11,2,e0149564,English,English,101285081,"",1932-6203,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2691974310.1371/journal.pone.0149564PONE-D-15-45157PMC47692882691974326919743pmc-id: PMC4769288;,26919743,26919743,26919743,2015/10/15 00:002016/02/01 00:002016/02/27 06:002016/02/27 06:002016/07/28 06:00,2016/07/28 06:00,2016/02/27 06:00,"",1,11,PloS one,doi: 10.1371/journal.pone.0149564,2016;11(2):e0149564
26918330,2016,2016 Feb 26,PLoS One,Zeber-Lubecka NKulecka MAmbrozkiewicz FPaziewska ALechowicz MKonopka EMajewska UBorszewska-Kornacka MMikula MCukrowska BOstrowski J,Zeber-Lubecka N,Ostrowski J,Effect of Saccharomyces boulardii and Mode of Delivery on the Early Development of the Gut Microbial Community in Preterm Infants.,11,2,e0150306,English,English,101285081,"",1932-6203,Journal ArticleRandomized Controlled Trial,Journal Article,PubMed - indexed for MEDLINE,"",2691833010.1371/journal.pone.0150306PONE-D-15-31624PMC47692472691833026918330pmc-id: PMC4769247;,26918330,26918330,26918330,2015/07/21 00:002016/02/11 00:002016/02/27 06:002016/02/27 06:002016/07/21 06:00,2016/07/21 06:00,2016/02/27 06:00,"",1,5,PloS one,doi: 10.1371/journal.pone.0150306,2016;11(2):e0150306
26875998,2017 May,2016 Feb 11,Microb Pathog,Derrien MBelzer Cde Vos WM,Derrien M,de Vos WM,Akkermansia muciniphila and its role in regulating host functions.,106,"",171-181,English,English,8606191,0882-4010,1096-1208,Journal ArticleReview,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26875998S0882-4010(15)30178-910.1016/j.micpath.2016.02.0052687599826875998,26875998,26875998,26875998,2015/11/01 00:002016/02/07 00:002016/02/09 00:002016/02/16 06:002017/11/09 06:002016/02/16 06:00,2017/11/09 06:00,2016/02/16 06:00,"",1,57,Microbial pathogenesis,doi: 10.1016/j.micpath.2016.02.005,2017 May;106:171-181
26870828,2016 Jan,2015 Nov 27,EBioMedicine,Hua XGoedert JJPu AYu GShi J,Hua X,Shi J,Allergy associations with the adult fecal microbiota: Analysis of the American Gut Project.,3,"",172-179,English,English,101647039,"",2352-3964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,"",2687082810.1016/j.ebiom.2015.11.038S2352-3964(15)30221-8PMC47394322687082826870828pmc-id: PMC4739432;,26870828,26870828,26870828,2015/10/13 00:002015/11/18 00:002015/11/23 00:002016/02/13 06:002016/02/13 06:002016/11/05 06:00,2016/11/05 06:00,2016/02/13 06:00,EBioMedicine. 2016 Jan;3:15-6. PMID: 26870814,1,14,EBioMedicine,doi: 10.1016/j.ebiom.2015.11.038,2016 Jan;3:172-179
26870798,2015 Nov,"",EBioMedicine,Bahra SMWeidemann BJCastro ANWalsh JWdeLeon OBurnett CMPearson NAMurry DJGrobe JLKirby JR,Bahra SM,Kirby JR,Risperidone-induced weight gain is mediated through shifts in the gut microbiome and suppression of energy expenditure.,2,11,1725-34,English,English,101647039,"",2352-3964,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2687079810.1016/j.ebiom.2015.10.018S2352-3964(15)30181-XPMC47403262687079826870798pmc-id: PMC4740326;,26870798,26870798,26870798,2015/08/19 00:002015/10/06 00:002015/10/16 00:002016/02/13 06:002016/02/13 06:002016/11/05 06:00,2016/11/05 06:00,2016/02/13 06:00,"",1,9,EBioMedicine,"",2015 Nov;2(11):1725-34
26869601,2016 May 28,"",J Microbiol Biotechnol,Kim JGuevarra RBNguyen SGLee JHJeong DKUnno T,Kim J,Unno T,Effects of the Antibiotics Growth Promoter Tylosin on Swine Gut Microbiota.,26,5,876-82,English,English,9431852,1017-7825,1738-8872,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish,2686960110.4014/jmb.1512.1200410.4014/jmb.1512.120042686960126869601,26869601,26869601,26869601,2016/02/13 06:002016/02/13 06:002017/04/07 06:00,2017/04/07 06:00,2016/02/13 06:00,"",1,3,Journal of microbiology and biotechnology,doi: 10.4014/jmb.1512.12004,2016 May 28;26(5):876-82
26842811,2016 Apr,2016 Feb 4,Microbiologyopen,Wang WCao JYang FWang XZheng SSharshov KLi L,Wang W,Li L,High-throughput sequencing reveals the core gut microbiome of Bar-headed goose (Anser indicus) in different wintering areas in Tibet.,5,2,287-95,English,English,101588314,"",2045-8827,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2684281110.1002/mbo3.327PMC48314732684281126842811pmc-id: PMC4831473;,26842811,26842811,26842811,2015/08/18 00:002015/10/31 00:002015/11/04 00:002016/02/05 06:002016/02/05 06:002016/12/27 06:00,2016/12/27 06:00,2016/02/05 06:00,"",1,5,MicrobiologyOpen,doi: 10.1002/mbo3.327,2016 Apr;5(2):287-95
26828196,2016 Mar,2016 Feb 1,Nat Med,Dominguez-Bello MGDe Jesus-Laboy KMShen NCox LMAmir AGonzalez ABokulich NASong SJHoashi MRivera-Vinas JIMendez KKnight RClemente JC,Dominguez-Bello MG,Clemente JC,Partial restoration of the microbiota of cesarean-born infants via vaginal microbial transfer.,22,3,250-3,English,English,9502015,1078-8956,1546-170X,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26828196PMC5062956nm.403910.1038/nm.4039NIHMS7473512682819626828196pmc-id: PMC5062956;manuscript-id: NIHMS747351;,26828196,26828196,26828196,2015/07/03 00:002015/12/22 00:002016/02/02 06:002016/02/02 06:002016/07/20 06:00,2016/07/20 06:00,2016/02/02 06:00,Nat Med. 2016 Mar;22(3):231-2. PMID: 26828194,1,87,Nature medicine,doi: 10.1038/nm.4039,2016 Mar;22(3):250-3
26818725,2016 Jan 11,2016 Jan 11,BMC Syst Biol,Mangericao TCPeng ZZhang X,Mangericao TC,Zhang X,Computational prediction of CRISPR cassettes in gut metagenome samples from Chinese type-2 diabetic patients and healthy controls.,10 Suppl 1,"",5,English,English,101301827,"",1752-0509,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2681872510.1186/s12918-015-0248-x10.1186/s12918-015-0248-xPMC48956012681872526818725pmc-id: PMC4895601;,26818725,26818725,26818725,2016/01/29 06:002016/01/29 06:002016/12/15 06:00,2016/12/15 06:00,2016/01/29 06:00,"",1,1,BMC systems biology,doi: 10.1186/s12918-015-0248-x,2016 Jan 11;10 Suppl 1:5
26778510,2016 Jan 18,2016 Jan 18,Sci Rep,Lindgreen SAdair KLGardner PP,Lindgreen S,Gardner PP,An evaluation of the accuracy and speed of metagenome analysis tools.,6,"",19233,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26778510srep1923310.1038/srep19233PMC47260982677851026778510pmc-id: PMC4726098;,26778510,26778510,26778510,2015/06/29 00:002015/12/04 00:002016/01/19 06:002016/01/19 06:002016/12/29 06:00,2016/12/29 06:00,2016/01/19 06:00,"",1,60,Scientific reports,doi: 10.1038/srep19233,2016 Jan 18;6:19233
26774270,2016 Jan 16,2016 Jan 16,BMC Bioinformatics,Dubinkina VBIschenko DSUlyantsev VITyakht AVAlexeev DG,Dubinkina VB,Alexeev DG,Assessment of k-mer spectrum applicability for metagenomic dissimilarity analysis.,17,"",38,English,English,100965194,"",1471-2105,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,2677427010.1186/s12859-015-0875-710.1186/s12859-015-0875-7PMC47152872677427026774270pmc-id: PMC4715287;,26774270,26774270,26774270,2015/09/07 00:002015/12/14 00:002016/01/18 06:002016/01/18 06:002016/08/19 06:00,2016/08/19 06:00,2016/01/18 06:00,"",1,6,BMC bioinformatics,doi: 10.1186/s12859-015-0875-7,2016 Jan 16;17:38
26754178,2016 Jan 12,2016 Jan 12,Sci Rep,Bazett MBergeron MEHaston CK,Bazett M,Haston CK,"Streptomycin treatment alters the intestinal microbiome, pulmonary T cell profile and airway hyperresponsiveness in a cystic fibrosis mouse model.",6,"",19189,English,English,101563288,"",2045-2322,Journal Article,Journal Article,PubMed - indexed for MEDLINE,epublish,26754178srep1918910.1038/srep19189PMC47096902675417826754178pmc-id: PMC4709690;,26754178,26754178,26754178,2015/08/20 00:002015/12/07 00:002016/01/13 06:002016/01/13 06:002016/12/15 06:00,2016/12/15 06:00,2016/01/13 06:00,"",1,10,Scientific reports,doi: 10.1038/srep19189,2016 Jan 12;6:19189
26749561,2016 Apr,2016 Jan 8,Microbiologyopen,Caputo ALagier JCAzza SRobert CMouelhi DFournier PERaoult D,Caputo A,Raoult D,"Microvirga massiliensis sp. nov., the human commensal with the largest genome.",5,2,307-22,English,English,101588314,"",2045-8827,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2674956110.1002/mbo3.329PMC48314752674956126749561pmc-id: PMC4831475;,26749561,26749561,26749561,2015/07/23 00:002015/11/12 00:002015/11/19 00:002016/01/11 06:002016/01/11 06:002016/12/27 06:00,2016/12/27 06:00,2016/01/11 06:00,"",1,5,MicrobiologyOpen,doi: 10.1002/mbo3.329,2016 Apr;5(2):307-22
26749443,2016 Apr,2016 Jan 8,Microbiologyopen,Zheng JXiao XZhang QYu MXu JQi CWang T,Zheng J,Wang T,The programming effects of nutrition-induced catch-up growth on gut microbiota and metabolic diseases in adult mice.,5,2,296-306,English,English,101588314,"",2045-8827,Journal Article,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2674944310.1002/mbo3.328PMC48314742674944326749443pmc-id: PMC4831474;,26749443,26749443,26749443,2015/09/01 00:002015/11/04 00:002015/11/15 00:002016/01/11 06:002016/01/11 06:002016/12/27 06:00,2016/12/27 06:00,2016/01/11 06:00,"",1,3,MicrobiologyOpen,doi: 10.1002/mbo3.328,2016 Apr;5(2):296-306
